Sim	QM	forNTS	indicator	confidence
1693	13	5889.656704854893	-1	3
1694	14	5858.879897834921	-1	3
1695	15	5820.143175720206	-1	3
1696	16	5788.52805947683	-1	3
1697	17	5778.74492604045	-1	3
1698	18	5789.153716874159	-1	3
1699	19	5815.491918256303	-1	3
1700	20	5802.1882827446125	-1	3
1701	21	5821.556370872406	-1	3
1702	22	5834.236820690326	-1	3
1703	23	5820.866220999625	-1	3
1704	24	5837.750137202429	-1	3
1705	25	5835.747310364444	-1	3
1706	26	5851.139835620565	-1	3
1707	27	5872.219714447396	-1	3
1708	28	5884.370239602903	-1	3
1709	29	5883.911890847627	-1	3
1710	30	5890.4748927008495	-1	3
1711	31	5897.526001917284	-1	3
1712	32	5899.488655647308	-1	3
1713	33	5911.668288522326	-1	3
1714	34	5914.184847456539	-1	3
1715	35	5891.113051242345	-1	3
1716	36	5877.444549341803	-1	3
1717	37	5865.420046710463	-1	3
1718	38	5873.988808600516	-1	3
1719	39	5885.957992752198	-1	3
1720	40	5876.740357332167	-1	3
1721	41	5895.7757736313815	-1	3
1722	42	5901.107670666081	-1	3
1723	43	5916.1455392416365	-1	3
1724	44	5902.219630128685	-1	3
1725	45	5893.8617616811	-1	3
1726	46	5900.698843358485	-1	3
1727	47	5937.551115268264	-1	3
1728	48	5944.761776165335	-1	3
1729	1	5923.7083832365515	-1	3
1730	2	5935.0054346774	-1	3
1731	3	5901.02590600816	-1	3
1732	4	5884.730361885449	-1	3
1733	5	5896.0702174484595	-1	3
1734	6	5884.763099887202	-1	3
1735	7	5887.758353786941	-1	3
1736	8	5864.7481205974545	-1	3
1737	9	5873.415511748971	-1	3
1738	10	5880.997806136738	-1	3
1739	11	5930.369995973115	-1	3
1740	12	6001.100592379416	-1	3
1741	13	6056.393715000804	-1	3
1742	14	6105.337606136227	-1	3
1743	15	6137.604761882923	-1	3
1744	16	6171.276603800222	-1	3
1745	17	6194.920678882965	-1	3
1746	18	6188.522249722054	-1	3
1747	19	6183.263492740497	-1	3
1748	20	6188.940309164807	-1	3
1749	21	6180.207217242968	-1	3
1750	22	6183.295661211805	-1	3
1751	23	6192.782771193701	-1	3
1752	24	6164.096607972153	-1	3
1753	25	6154.49718230706	-1	3
1754	26	6144.537804519789	-1	3
1755	27	6125.021449890551	-1	3
1756	28	6114.641386056369	-1	3
1757	29	6117.418624632881	-1	3
1758	30	6105.289135791162	-1	3
1759	31	6100.295958969108	-1	3
1760	32	6109.360169218975	-1	3
1761	33	6126.215644703494	-1	3
1762	34	6119.21067493774	-1	3
1763	35	6130.798004625922	-1	3
1764	36	6134.459792258548	-1	3
1765	37	6140.555675155833	-1	3
1766	38	6155.914881145982	-1	3
1767	39	6153.933292622152	-1	3
1768	40	6169.988930294492	-1	3
1769	41	6168.942625390567	-1	3
1770	42	6179.225878283979	-1	3
1771	43	6192.782771193701	-1	3
1772	44	6181.687164929103	-1	3
1773	45	6182.4914316220875	-1	3
1774	46	6174.978134510235	-1	3
1775	47	6159.571365317052	-1	3
1776	48	6156.704231449895	-1	3
1777	1	6187.187608318597	-1	3
1778	2	6204.015918501412	-1	3
1779	3	6253.699254064061	-1	3
1780	4	6305.511301199201	-1	3
1781	5	6346.418978016293	-1	3
1782	6	6378.247508346083	-1	3
1783	7	6397.072878406694	-1	3
1784	8	6430.22390833572	-1	3
1785	9	6464.026931606672	-1	3
1786	10	6468.048052662522	-1	3
1787	11	6410.051569614949	-1	3
1788	12	6328.641088461852	-1	3
1789	13	6257.735773808261	-1	3
1790	14	6239.035065339078	-1	3
1791	15	6231.947001621004	-1	3
1792	16	6248.620255847775	-1	3
1793	17	6278.208501191112	-1	3
1794	18	6293.943112689421	-1	3
1795	19	6307.380039418906	-1	3
1796	20	6351.868387267843	-1	3
1797	21	6369.352667915902	-1	3
1798	22	6375.447460888155	-1	3
1799	23	6387.917047939855	-1	3
1800	24	6415.878621675005	-1	3
1801	25	6439.516893614462	-1	3
1802	26	6459.023038311745	-1	3
1803	27	6465.325185742572	-1	3
1804	28	6494.732813131615	-1	3
1805	29	6510.216487599036	-1	3
1806	30	6544.754912030572	-1	3
1807	31	6573.484998071869	-1	3
1808	32	6570.683257671993	-1	3
1809	33	6590.097861891311	-1	3
1810	34	6596.716841985513	-1	3
1811	35	6589.783362380345	-1	3
1812	36	6586.229147867817	-1	3
1813	37	6590.789742079958	-1	3
1814	38	6589.295877618237	-1	3
1815	39	6587.314356277208	-1	3
1816	40	6603.820584600868	-1	3
1817	41	6630.058948745074	-1	3
1818	42	6610.497517414899	-1	3
1819	43	6639.016458224141	-1	3
1820	44	6657.717720524827	-1	3
1821	45	6672.314638056389	-1	2
1822	46	6695.377236328876	-1	2
1823	47	6692.468585362602	-1	2
1824	48	6707.585556113118	-1	2
1825	1	6692.9846690506265	-1	2
1826	2	6671.891925354018	-1	2
1827	3	6636.004954619853	-1	3
1828	4	6595.695062990055	-1	3
1829	5	6566.527087022311	-1	3
1830	6	6587.361537813225	-1	3
1831	7	6608.7381814209275	-1	3
1832	8	6621.15993994204	-1	3
1833	9	6598.383007345155	-1	3
1834	10	6611.785497406661	-1	3
1835	11	6619.448709718453	-1	3
1836	12	6659.973779106109	-1	3
1837	13	6710.507505466559	-1	2
1838	14	6712.116728717379	-1	2
1839	15	6712.288579424346	-1	2
1840	16	6694.501560614973	-1	2
1841	17	6674.553291447547	-1	2
1842	18	6662.589841002211	-1	3
1843	19	6659.942446815334	-1	3
1844	20	6638.357733213884	-1	3
1845	21	6637.228436402387	-1	3
1846	22	6631.251439201376	-1	3
1847	23	6631.267129358335	-1	3
1848	24	6614.172737211303	-1	3
1849	25	6600.316200902845	-1	3
1850	26	6588.462406299998	-1	3
1851	27	6596.606806944481	-1	3
1852	28	6594.846157747589	-1	3
1853	29	6600.331917100655	-1	3
1854	30	6602.532053828171	-1	3
1855	31	6588.116426091195	-1	3
1856	32	6602.516339487861	-1	3
1857	33	6577.812697262359	-1	3
1858	34	6572.524898787382	-1	3
1859	35	6594.343084501898	-1	3
1860	36	6628.8193056629025	-1	3
1861	37	6647.1231519246	-1	3
1862	38	6641.760896321012	-1	3
1863	39	6669.167548940288	-1	3
1864	40	6649.286434697938	-1	3
1865	41	6623.357620248424	-1	3
1866	42	6622.7925271582735	-1	3
1867	43	6591.261463803953	-1	3
1868	44	6596.874033772165	-1	3
1869	45	6589.421681361918	-1	3
1870	46	6585.631469780833	-1	3
1871	47	6597.2827262008495	-1	3
1872	48	6573.799773896741	-1	3
1873	1	6585.018043319644	-1	3
1874	2	6588.352322387045	-1	3
1875	3	6582.21804465179	-1	3
1876	4	6559.503557165619	-1	3
1877	5	6560.7005803039765	-1	3
1878	6	6519.579350228497	-1	3
1879	7	6481.482301377323	-1	3
1880	8	6470.6280688754905	-1	3
1881	9	6483.506867146804	-1	3
1882	10	6481.751201932784	-1	3
1883	11	6492.899185468312	-1	3
1884	12	6456.6314519414755	-1	3
1885	13	6454.065294665197	-1	3
1886	14	6464.53357836812	-1	3
1887	15	6483.45941895262	-1	3
1888	16	6507.341936316975	-1	3
1889	17	6516.674689239024	-1	3
1890	18	6521.173561436368	-1	3
1891	19	6515.616899734066	-1	3
1892	20	6514.3853665675715	-1	3
1893	21	6512.016801445226	-1	3
1894	22	6510.026970607918	-1	3
1895	23	6510.990328341077	-1	3
1896	24	6512.364210113668	-1	3
1897	25	6524.550938514253	-1	3
1898	26	6538.700775868277	-1	3
1899	27	6530.089126244643	-1	3
1900	28	6507.689433473626	-1	3
1901	29	6508.937209934729	-1	3
1902	30	6496.992980809641	-1	3
1903	31	6519.579350228497	-1	3
1904	32	6512.095758537944	-1	3
1905	33	6518.584871241732	-1	3
1906	34	6524.172198125843	-1	3
1907	35	6492.662065034428	-1	3
1908	36	6457.1383044234835	-1	3
1909	37	6442.655769235588	-1	3
1910	38	6452.988034405665	-1	3
1911	39	6443.987249590432	-1	3
1912	40	6429.7321672866265	-1	3
1913	41	6432.967895810681	-1	3
1914	42	6435.949330713182	-1	3
1915	43	6405.572830678752	-1	3
1916	44	6389.634120497237	-1	3
1917	45	6390.905920597581	-1	3
1918	46	6384.816363369082	-1	3
1919	47	6375.972503002643	-1	3
1920	48	6387.932947510581	-1	3
1921	1	6370.785050544993	-1	3
1922	2	6368.174845501338	-1	3
1923	3	6355.165908532098	-1	3
1924	4	6363.351334086897	-1	3
1925	5	6334.398915837682	-1	3
1926	6	6328.385850909017	-1	3
1927	7	6329.071793554327	-1	3
1928	8	6306.533541308422	-1	3
1929	9	6273.296568285829	-1	3
1930	10	6258.616637491569	-1	3
1931	11	6234.224473940099	-1	3
1932	12	6220.009500074432	-1	3
1933	13	6164.8211815042905	-1	3
1934	14	6195.306438866971	-1	3
1935	15	6204.867350691812	-1	3
1936	16	6197.379752859651	-1	3
1937	17	6188.329295831899	-1	3
1938	18	6194.4223929612945	-1	3
1939	19	6193.184653515532	-1	3
1940	20	6196.367234902759	-1	3
1941	21	6212.576549054857	-1	3
1942	22	6222.577390049691	-1	3
1943	23	6218.96618737644	-1	3
1944	24	6215.402405061006	-1	3
1945	25	6223.0267321547	-1	3
1946	26	6218.227805495792	-1	3
1947	27	6221.999647576582	-1	3
1948	28	6251.7607555078675	-1	3
1949	29	6248.892668291628	-1	3
1950	30	6243.411560585477	-1	3
1951	31	6217.088068073493	-1	3
1952	32	6201.059681227063	-1	3
1953	33	6209.059648387471	-1	3
1954	34	6213.058261280014	-1	3
1955	35	6226.075535418805	-1	3
1956	36	6237.223230390115	-1	3
1957	37	6249.133028715194	-1	3
1958	38	6251.969034167841	-1	3
1959	39	6249.036884939224	-1	3
1960	40	6255.861790227932	-1	3
1961	41	6254.356052344047	-1	3
1962	42	6271.472245917385	-1	3
1963	43	6301.549565463003	-1	3
1964	44	6315.443709486021	-1	3
1965	45	6322.64204029034	-1	3
1966	46	6326.088548613398	-1	3
1967	47	6335.13246686902	-1	3
1968	48	6350.450425792338	-1	3
1969	1	6406.684677983165	-1	3
1970	2	6425.51216341015	-1	3
1971	3	6444.858999348831	-1	3
1972	4	6463.029429635758	-1	3
1973	5	6502.792275416475	-1	3
1974	6	6521.836460062025	-1	3
1975	7	6538.700775868277	-1	3
1976	8	6550.491895498886	-1	3
1977	9	6553.4384991318975	-1	3
1978	10	6552.06767782827	-1	3
1979	11	6573.484998071869	-1	3
1980	12	6576.60104330029	-1	3
1981	13	6597.80143827649	-1	3
1982	14	6563.393599224881	-1	3
1983	15	6539.50495527674	-1	3
1984	16	6515.901087971884	-1	3
1985	17	6492.23524051376	-1	3
1986	18	6469.9000030976185	-1	3
1987	19	6456.536415530171	-1	3
1988	20	6445.14429018721	-1	3
1989	21	6416.49773485251	-1	3
1990	22	6405.541062607261	-1	3
1991	23	6383.098831344889	-1	3
1992	24	6369.320835893318	-1	3
1993	25	6346.992678170449	-1	3
1994	26	6341.764952442669	-1	3
1995	27	6331.879098014043	-1	3
1996	28	6307.731404159938	-1	3
1997	29	6311.292573292502	-1	3
1998	30	6309.4721543645355	-1	3
1999	31	6293.079989912476	-1	3
2000	32	6299.680214105355	-1	3
2001	33	6291.769241703747	-1	3
2002	34	6297.858605591639	-1	3
2003	35	6300.750721429016	-1	3
2004	36	6287.996303825488	-1	3
2005	37	6265.918105863742	-1	3
2006	38	6262.043579767294	-1	3
2007	39	6264.877510844913	-1	3
2008	40	6282.655264842671	-1	3
2009	41	6282.38337249369	-1	3
2010	42	6284.798270243127	-1	3
2011	43	6274.672686977426	-1	3
2012	44	6266.110209011469	-1	3
2013	45	6256.966984111743	-1	3
2014	46	6252.625896900722	-1	3
2015	47	6247.4183859585155	-1	3
2016	48	6230.038188310536	-1	3
2017	1	6205.863313124145	-1	3
2018	2	6193.377553744888	-1	3
2019	3	6180.303739401249	-1	3
2020	4	6178.357105868988	-1	3
2021	5	6159.684108099092	-1	3
2022	6	6174.253983910787	-1	3
2023	7	6156.349833712569	-1	3
2024	8	6154.73884370587	-1	3
2025	9	6158.202287415028	-1	3
2026	10	6166.543935077163	-1	3
2027	11	6206.345210079802	-1	3
2028	12	6284.158594275157	-1	3
2029	13	6302.6199601653925	-1	3
2030	14	6316.337673695253	-1	3
2031	15	6333.458012802747	-1	3
2032	16	6341.924356907393	-1	3
2033	17	6363.192120190618	-1	3
2034	18	6376.895267139451	-1	3
2035	19	6406.430547489901	-1	3
2036	20	6432.428647813109	-1	3
2037	21	6466.00594059353	-1	3
2038	22	6489.958674964718	-1	3
2039	23	6516.5957518263895	-1	3
2040	24	6527.391242956052	-1	3
2041	25	6539.221131255152	-1	3
2042	26	6542.595200808421	-1	3
2043	27	6556.872984128791	-1	3
2044	28	6579.1501454408135	-1	3
2045	29	6581.47864866924	-1	3
2046	30	6595.3492173837985	-1	3
2047	31	6623.153560827229	-1	3
2048	32	6632.992966256878	-1	3
2049	33	6634.54608331544	-1	3
2050	34	6640.631804779322	-1	3
2051	35	6651.856967964255	-1	3
2052	36	6669.183207403549	-1	3
2053	37	6683.708648034687	-1	2
2054	38	6684.287555191937	-1	2
2055	39	6687.510334902464	-1	2
2056	40	6684.616116209182	-1	2
2057	41	6707.3511555932955	-1	2
2058	42	6704.538122704822	-1	2
2059	43	6721.441281291386	-1	2
2060	44	6743.960606348317	-1	2
2061	45	6783.89297341888	-1	2
2062	46	6788.763897717403	-1	2
2063	47	6804.970642063243	-1	2
2064	48	6809.525350769872	-1	1
2065	1	6847.739275565886	-1	1
2066	2	6871.660132651833	0	1
2067	3	6898.98646082772	0	1
2068	4	6909.040309621815	0	2
2069	5	6936.221602403128	0	2
2070	6	6925.316544933442	0	2
2071	7	6963.056757804927	0	2
2072	8	6964.876329933663	0	2
2073	9	7005.356814751985	0	2
2074	10	7012.556960399517	0	2
2075	11	6986.929101505168	0	2
2076	12	6971.7521737544	0	2
2077	13	6993.119777600058	0	2
2078	14	6985.019147174068	0	2
2079	15	6965.292649007813	0	2
2080	16	6971.69051768379	0	2
2081	17	7002.371369515585	0	2
2082	18	7047.535771289387	0	2
2083	19	7103.655983411805	0	2
2084	20	7155.633709964419	0	2
2085	21	7203.973920440716	0	1
2086	22	7235.092313045039	0	1
2087	23	7261.074183798417	1	1
2088	24	7292.105821169732	1	2
2089	25	7313.924388898162	1	2
2090	26	7334.614772021595	1	2
2091	27	7344.694964885247	1	2
2092	28	7358.732464306246	1	2
2093	29	7365.505789618852	1	2
2094	30	7374.709738090595	1	2
2095	31	7398.509283763809	1	2
2096	32	7418.859301315452	1	2
2097	33	7433.057884932931	1	3
2098	34	7447.939490414083	1	3
2099	35	7444.220078372776	1	3
2100	36	7449.746254466846	1	3
2101	37	7451.76362402275	1	3
2102	38	7446.960761649143	1	3
2103	39	7451.778678291279	1	3
2104	40	7470.798663143343	1	3
2105	41	7491.484460161971	1	3
2106	42	7508.772220617162	1	3
2107	43	7524.770718678372	1	3
2108	44	7520.49462904802	1	3
2109	45	7504.267649516324	1	3
2110	46	7511.56457344573	1	3
2111	47	7510.934074344157	1	3
2112	48	7500.212715480098	1	3
2113	1	7443.421900033225	1	3
2114	2	7417.441928859324	1	2
2115	3	7384.559041658044	1	2
2116	4	7379.634972623701	1	2
2117	5	7366.941813537523	1	2
2118	6	7348.023680237255	1	2
2119	7	7327.195275905266	1	2
2120	8	7322.54537663641	1	2
2121	9	7304.587233959035	1	2
2122	10	7283.669374312219	1	1
2123	11	7266.679749162371	1	1
2124	12	7231.897408319378	0	1
2125	13	7218.473337051366	0	1
2126	14	7184.416823939708	0	2
2127	15	7237.66308734703	1	1
2128	16	7231.669181686222	0	1
2129	17	7220.467721222187	0	1
2130	18	7195.272349873977	0	1
2131	19	7152.487363325894	0	2
2132	20	7098.587111545802	0	2
2133	21	7033.81901517053	0	2
2134	22	6992.349898873435	0	2
2135	23	6974.202845974542	0	2
2136	24	6966.957837066465	0	2
2137	25	6970.99687356374	0	2
2138	26	6945.237623296049	0	2
2139	27	6936.638530592675	0	2
2140	28	6919.212616180265	0	2
2141	29	6911.004070996491	0	2
2142	30	6886.884016610628	0	1
2143	31	6861.912427575111	0	1
2144	32	6842.728113677232	-1	1
2145	33	6830.435169712808	-1	1
2146	34	6814.560699379139	-1	1
2147	35	6816.875895167437	-1	1
2148	36	6822.996613474197	-1	1
2149	37	6813.333066301277	-1	1
2150	38	6814.824863330702	-1	1
2151	39	6811.1106954883	-1	1
2152	40	6787.674661251795	-1	2
2153	41	6748.763771342805	-1	2
2154	42	6712.929100131475	-1	2
2155	43	6700.567908490505	-1	2
2156	44	6687.009745068218	-1	2
2157	45	6683.567830091405	-1	2
2158	46	6666.583723902299	-1	3
2159	47	6688.136053508163	-1	2
2160	48	6689.058950558463	-1	2
2161	1	6691.811731164267	-1	2
2162	2	6692.9846690506265	-1	2
2163	3	6713.866408441756	-1	2
2164	4	6710.023149345086	-1	2
2165	5	6697.832039219167	-1	2
2166	6	6710.757490871798	-1	2
2167	7	6688.918172571477	-1	2
2168	8	6691.8430104541085	-1	2
2169	9	6692.765726179391	-1	2
2170	10	6732.712085852089	-1	2
2171	11	6750.650397327241	-1	2
2172	12	6796.791215378965	-1	2
2173	13	6814.358689201026	-1	1
2174	14	6864.12895061388	0	1
2175	15	6815.135639800931	-1	1
2176	16	6804.986188982572	-1	2
2177	17	6806.6807276831205	-1	2
2178	18	6819.920963014272	-1	1
2179	19	6815.8970209132685	-1	1
2180	20	6847.273897371076	-1	1
2181	21	6867.941396460869	0	1
2182	22	6880.922880998616	0	1
2183	23	6882.703671713886	0	1
2184	24	6891.543266481781	0	1
2185	25	6885.831273806716	0	1
2186	26	6906.550532279089	0	1
2187	27	6922.334357463684	0	2
2188	28	6941.100649927823	0	2
2189	29	6950.407611413543	0	2
2190	30	6972.522858321737	0	2
2191	31	6974.5110850063575	0	2
2192	32	6973.385989172847	0	2
2193	33	6991.703177510541	0	2
2194	34	6988.315242719273	0	2
2195	35	6993.597087315331	0	2
2196	36	7017.001894965341	0	2
2197	37	7063.5906249791515	0	2
2198	38	7125.218815562422	0	2
2199	39	7148.912762343422	0	2
2200	40	7171.968500967164	0	2
2201	41	7201.673167270843	0	1
2202	42	7233.464495552225	0	1
2203	43	7238.530080204647	1	1
2204	44	7263.049219270959	1	1
2205	45	7288.282536981122	1	2
2206	46	7322.12122948501	1	2
2207	47	7317.333821626041	1	2
2208	48	7331.193049588379	1	2
2209	1	7363.434717104248	1	2
2210	2	7393.1205242438	1	2
2211	3	7426.849073227633	1	3
2212	4	7436.221862886076	1	3
2213	5	7433.856457756278	1	3
2214	6	7458.446659041913	1	3
2215	7	7472.047000893869	1	3
2216	8	7488.479062834487	1	3
2217	9	7469.866121613458	1	3
2218	10	7484.0152583277095	1	3
2219	11	7498.440314975178	1	3
2220	12	7463.502679553124	1	3
2221	13	7426.803856684084	1	3
2222	14	7387.820973707552	1	2
2223	15	7364.674361966139	1	2
2224	16	7347.040251826274	1	2
2225	17	7312.848406467288	1	2
2226	18	7271.64600132299	1	1
2227	19	7248.459846395796	1	1
2228	20	7223.67963924855	0	1
2229	21	7206.548626578385	0	1
2230	22	7204.827113651655	0	1
2231	23	7204.050099862903	0	1
2232	24	7193.092563135384	0	1
2233	25	7178.819076951146	0	2
2234	26	7176.744314386266	0	2
2235	27	7158.97807449296	0	2
2236	28	7143.809455669927	0	2
2237	29	7120.078895287174	0	2
2238	30	7113.8051856089905	0	2
2239	31	7119.696408152288	0	2
2240	32	7126.595356629772	0	2
2241	33	7111.647188121112	0	2
2242	34	7100.3177166013	0	2
2243	35	7100.118628059998	0	2
2244	36	7076.075605531988	0	2
2245	37	7040.932021350609	0	2
2246	38	6969.624927551034	0	2
2247	39	6967.11201400594	0	2
2248	40	6949.296564879495	0	2
2249	41	6949.018793402826	0	2
2250	42	6941.779914497233	0	2
2251	43	6923.46238867401	0	2
2252	44	6905.390589431933	0	1
2253	45	6884.80943943719	0	1
2254	46	6852.997270000491	-1	1
2255	47	6826.80166211024	-1	1
2256	48	6827.997379195628	-1	1
2257	1	6810.691058152474	-1	1
2258	2	6798.346508107036	-1	2
2259	3	6771.15734775282	-1	2
2260	4	6780.982276555093	-1	2
2261	5	6842.169513481871	-1	1
2262	6	6851.9737018547285	-1	1
2263	7	6841.0057111246215	-1	1
2264	8	6828.634029424118	-1	1
2265	9	6834.036945096682	-1	1
2266	10	6798.299851161331	-1	2
2267	11	6766.951792436451	-1	2
2268	12	6753.160411435254	-1	2
2269	13	6784.562215411426	-1	2
2270	14	6844.791690847295	-1	1
2271	15	6897.516617032059	0	1
2272	16	6952.876378240863	0	2
2273	17	6997.784599904074	0	2
2274	18	7047.13653713039	0	2
2275	19	7077.639511612504	0	2
2276	20	7096.749137030679	0	2
2277	21	7136.457810213472	0	2
2278	22	7209.625658055059	0	1
2279	23	7252.275364249365	1	1
2280	24	7261.757871481636	1	1
2281	25	7274.606955357139	1	1
2282	26	7281.9847046962095	1	1
2283	27	7304.223363052756	1	2
2284	28	7332.298358130184	1	2
2285	29	7382.852364348895	1	2
2286	30	7386.9904376364075	1	2
2287	31	7380.073050513291	1	2
2288	32	7404.047538320735	1	2
2289	33	7418.844223390474	1	2
2290	34	7445.51517110191	1	3
2291	35	7440.861500493182	1	3
2292	36	7438.511682439335	1	3
2293	37	7430.104407853456	1	3
2294	38	7448.090060021704	1	3
2295	39	7433.057884932931	1	3
2296	40	7434.534467404428	1	3
2297	41	7416.974476455718	1	2
2298	42	7416.009380375225	1	2
2299	43	7437.110704112846	1	3
2300	44	7432.605849094189	1	3
2301	45	7417.502244537487	1	2
2302	46	7430.586636628819	1	3
2303	47	7448.3460258772275	1	3
2304	48	7443.271296942624	1	3
2305	1	7431.656542095021	1	3
2306	2	7435.634303085018	1	3
2307	3	7423.4726360673885	1	2
2308	4	7398.871503370647	1	2
2309	5	7341.078163128123	1	2
2310	6	7309.923269012748	1	2
2311	7	7319.545863265419	1	2
2312	8	7329.860544283936	1	2
2313	9	7353.741770055862	1	2
2314	10	7354.286267789192	1	2
2315	11	7352.319958559419	1	2
2316	12	7416.35621690617	1	2
2317	13	7439.355237154044	1	3
2318	14	7412.148550516924	1	2
2319	15	7410.579884662887	1	2
2320	16	7388.742074987216	1	2
2321	17	7361.484394268359	1	2
2322	18	7343.908099447329	1	2
2323	19	7346.147561001813	1	2
2324	20	7342.288878417034	1	2
2325	21	7313.424291370962	1	2
2326	22	7242.362660059098	1	1
2327	23	7201.185556966254	0	1
2328	24	7183.9745514537835	0	2
2329	25	7180.649573216324	0	2
2330	26	7174.745628706152	0	2
2331	27	7154.289699596811	0	2
2332	28	7126.641239707984	0	2
2333	29	7094.773126124286	0	2
2334	30	7084.461002260036	0	2
2335	31	7087.6486754664875	0	2
2336	32	7068.561013545784	0	2
2337	33	7064.725946451648	0	2
2338	34	7046.982983394948	0	2
2339	35	7033.281211228433	0	2
2340	36	7026.51900259341	0	2
2341	37	7023.260023565005	0	2
2342	38	7017.03265227858	0	2
2343	39	7016.6174245155935	0	2
2344	40	7017.094166761616	0	2
2345	41	7006.957073847797	0	2
2346	42	7006.880141280412	0	2
2347	43	6993.258352578574	0	2
2348	44	7006.603181557329	0	2
2349	45	7016.878865234275	0	2
2350	46	7014.371967841653	0	2
2351	47	6992.103531331865	0	2
2352	48	6999.647141602445	0	2
2353	1	6996.183597112164	0	2
2354	2	7006.526247611875	0	2
2355	3	7021.6764580905565	0	2
2356	4	7049.286164854732	0	2
2357	5	7065.078803458086	0	2
2358	6	7076.704249178813	0	2
2359	7	7085.503182147837	0	2
2360	8	7116.452624260548	0	2
2361	9	7108.095934946656	0	2
2362	10	7113.545013824059	0	2
2363	11	7122.954965154341	0	2
2364	12	7072.103959721378	0	2
2365	13	7024.6897360423845	0	2
2366	14	7026.995506486199	0	2
2367	15	6993.843436196575	0	2
2368	16	7000.216644055698	0	2
2369	17	6995.275278146924	0	2
2370	18	6982.369548999965	0	2
2371	19	6946.009349947071	0	2
2372	20	6915.611175303184	0	2
2373	21	6889.825201408316	0	1
2374	22	6865.942280674822	0	1
2375	23	6854.672082755153	-1	1
2376	24	6845.72255569831	-1	1
2377	25	6824.98465110487	-1	1
2378	26	6810.830938283235	-1	1
2379	27	6802.3274826428815	-1	2
2380	28	6787.721344085969	-1	2
2381	29	6771.204070940924	-1	2
2382	30	6757.992426318905	-1	2
2383	31	6743.711058139135	-1	2
2384	32	6706.11659824354	-1	2
2385	33	6701.396407880846	-1	2
2386	34	6699.786271986949	-1	2
2387	35	6700.474113817503	-1	2
2388	36	6703.959836305159	-1	2
2389	37	6701.083770869223	-1	2
2390	38	6700.427216306391	-1	2
2391	39	6692.828281544646	-1	2
2392	40	6681.252006296337	-1	2
2393	41	6673.864503384962	-1	2
2394	42	6640.616122472997	-1	3
2395	43	6630.419842040837	-1	3
2396	44	6614.989354362251	-1	3
2397	45	6590.318008381928	-1	3
2398	46	6570.116562038896	-1	3
2399	47	6576.931502231729	-1	3
2400	48	6598.571620436438	-1	3
2401	1	6613.2147368987935	-1	3
2402	2	6615.805935762502	-1	3
2403	3	6621.002952878785	-1	3
2404	4	6621.53670350825	-1	3
2405	5	6648.753475160752	-1	3
2406	6	6636.083385338841	-1	3
2407	7	6661.963272532958	-1	3
2408	8	6641.086585949494	-1	3
2409	9	6632.914522580188	-1	3
2410	10	6622.133230273188	-1	3
2411	11	6610.4189791708595	-1	3
2412	12	6617.7216210662455	-1	3
2413	13	6658.892784861938	-1	3
2414	14	6705.444590113371	-1	2
2415	15	6724.767021299778	-1	2
2416	16	6722.674839787836	-1	2
2417	17	6743.88262288473	-1	2
2418	18	6741.870538941686	-1	2
2419	19	6769.24159857811	-1	2
2420	20	6773.181914380418	-1	2
2421	21	6784.1419964303295	-1	2
2422	22	6802.343031704366	-1	2
2423	23	6812.929018004406	-1	1
2424	24	6819.252953709888	-1	1
2425	25	6837.73117042744	-1	1
2426	26	6838.786533365401	-1	1
2427	27	6852.811170734247	-1	1
2428	28	6862.950969978717	0	1
2429	29	6885.955128863799	0	1
2430	30	6910.3855848281055	0	2
2431	31	6911.205074774674	0	2
2432	32	6945.083274316523	0	2
2433	33	6968.653716859276	0	2
2434	34	6965.739796702488	0	2
2435	35	6991.087232678549	0	2
2436	36	6992.919612022891	0	2
2437	37	6983.601964590782	0	2
2438	38	6985.820118311213	0	2
2439	39	7014.833383855824	0	2
2440	40	7024.090191762212	0	2
2441	41	7036.69217775283	0	2
2442	42	7076.68891664258	0	2
2443	43	7083.541386615809	0	2
2444	44	7102.063485173624	0	2
2445	45	7140.722397203967	0	2
2446	46	7191.247945211453	0	1
2447	47	7227.773719885963	0	1
2448	48	7212.747911922466	0	1
2449	1	7208.498482769467	0	1
2450	2	7205.665036393387	0	1
2451	3	7217.681618924173	0	1
2452	4	7223.9688392355	0	1
2453	5	7186.231565119163	0	2
2454	6	7184.279567994653	0	2
2455	7	7147.828035848212	0	2
2456	8	7168.6415491797425	0	2
2457	9	7195.241864961087	0	1
2458	10	7235.381351169337	0	1
2459	11	7279.510569932085	1	1
2460	12	7279.950775224484	1	1
2461	13	7271.038573287404	1	1
2462	14	7251.971365029103	1	1
2463	15	7296.717091158978	1	2
2464	16	7313.924388898162	1	2
2465	17	7341.986206232921	1	2
2466	18	7353.998895767182	1	2
2467	19	7365.52090617717	1	2
2468	20	7370.4936568133735	1	2
2469	21	7384.921503783889	1	2
2470	22	7388.0625779833945	1	2
2471	23	7408.709398374268	1	2
2472	24	7424.6634952589675	1	2
2473	25	7433.314034247298	1	3
2474	26	7464.405412526043	1	3
2475	27	7478.377792378142	1	3
2476	28	7494.294119905622	1	3
2477	29	7486.405089252023	1	3
2478	30	7473.009524078248	1	3
2479	31	7491.995335181408	1	3
2480	32	7486.90105799191	1	3
2481	33	7477.641052172467	1	3
2482	34	7487.126494476311	1	3
